regulator.values	target.values	mi.values	scc.values	count.values	log.p.values
ENSG00000146223	ENSG00000138768	0.0304803	0.0490618	1	-2.46705
ENSG00000146223	ENSG00000004534	0.00259425	0.0224409	1	-2.46705
ENSG00000146223	ENSG00000125676	0.0288786	-0.0270275	1	-2.46705
ENSG00000146223	ENSG00000147459	0.000288058	-0.0132033	1	-2.46705
ENSG00000146223	ENSG00000083168	0.0315498	0.133978	1	-2.46705
ENSG00000146223	ENSG00000023318	0.0196167	-0.00262622	1	-2.46705
ENSG00000146223	ENSG00000149311	0.0223284	-0.0125804	1	-2.46705
ENSG00000146223	ENSG00000198879	0.000800181	-0.0244147	1	-2.46705
ENSG00000146223	ENSG00000266412	0.00156882	0.00154562	1	-2.46705
ENSG00000146223	ENSG00000188811	0.0800468	-0.0189096	1	-2.46705
ENSG00000146223	ENSG00000134905	0.0817537	-0.0119107	1	-2.46705
ENSG00000146223	ENSG00000155463	0.0634798	0.0413118	1	-2.46705
ENSG00000146223	ENSG00000104131	0.194783	0.0900844	2	-5.61736
ENSG00000146223	ENSG00000005339	0.0207171	0.0601557	1	-2.46705
ENSG00000155329	ENSG00000177200	0.00156882	0.0424569	1	-2.46705
ENSG00000104903	ENSG00000069849	0.0170248	0.18372	1	-2.46705
ENSG00000163516	ENSG00000203668	0.0443567	0.0878679	1	-2.46705
ENSG00000163516	ENSG00000149212	0.00156882	0.0539141	1	-2.46705
ENSG00000164442	ENSG00000101596	0.0224292	0.108436	1	-2.46705
ENSG00000164442	ENSG00000006576	0.0393255	-0.00152719	1	-2.46705
ENSG00000158805	ENSG00000177731	0.000288058	0.0889523	1	-2.46705
ENSG00000158805	ENSG00000101972	0.0492067	0.00945308	2	-5.61736
ENSG00000158805	ENSG00000214413	0.00259425	0.0504035	1	-2.46705
ENSG00000167491	ENSG00000143013	3.20002e-05	-0.0383396	1	-2.46705
ENSG00000180628	ENSG00000239998	0.0655567	0.0636701	3	-9.18577
ENSG00000180628	ENSG00000105171	0.0392644	0.0491739	1	-2.46705
ENSG00000180628	ENSG00000174282	0.017472	0.0658037	1	-2.46705
ENSG00000180628	ENSG00000204619	0.150642	0.0798168	1	-2.46705
ENSG00000180628	ENSG00000161011	0.00156882	0.00706994	1	-2.46705
ENSG00000180628	ENSG00000081154	0.00721738	-0.0799558	1	-2.46705
ENSG00000180628	ENSG00000101972	0.0391634	-0.0130558	1	-2.46705
ENSG00000180628	ENSG00000184014	0.0405428	0.0319052	1	-2.46705
ENSG00000180628	ENSG00000167986	0.0366677	0.21222	1	-2.46705
ENSG00000180628	ENSG00000120868	0.0387481	-0.0982568	1	-2.46705
ENSG00000180628	ENSG00000169032	0.0328696	0.0244984	1	-2.46705
ENSG00000180628	ENSG00000153786	0.114912	-0.0508059	1	-2.46705
ENSG00000102974	ENSG00000184983	0.0181645	0.0457347	1	-2.46705
ENSG00000102974	ENSG00000143570	0.0254999	0.0253525	1	-2.46705
ENSG00000102974	ENSG00000171608	3.20002e-05	-0.0451249	1	-2.46705
ENSG00000102974	ENSG00000163166	0.0869908	0.0156617	1	-2.46705
ENSG00000172845	ENSG00000128272	0.0772756	-0.0317615	1	-2.46705
ENSG00000172845	ENSG00000105568	0.000288058	-0.000446599	1	-2.46705
ENSG00000172845	ENSG00000090013	0.00387704	-0.126341	1	-2.46705
ENSG00000172845	ENSG00000124299	0.109791	0.0268693	2	-5.61736
ENSG00000172845	ENSG00000161091	0.000288058	-0.0656178	1	-2.46705
ENSG00000172845	ENSG00000099860	0.143924	0.0296096	1	-2.46705
ENSG00000172845	ENSG00000129657	0.0424368	0.0362928	1	-2.46705
ENSG00000172845	ENSG00000125458	0.108011	-0.0331363	1	-2.46705
ENSG00000172845	ENSG00000164219	0.100343	-0.0362452	1	-2.46705
ENSG00000172845	ENSG00000153147	0.196949	-0.0406574	5	-17.1758
ENSG00000172845	ENSG00000138674	0.00387704	0.00509538	1	-2.46705
ENSG00000172845	ENSG00000109519	0.0793113	0.0749906	1	-2.46705
ENSG00000172845	ENSG00000178950	0.115882	-0.114115	1	-2.46705
ENSG00000172845	ENSG00000163728	0.0845999	-0.0477784	1	-2.46705
ENSG00000172845	ENSG00000143226	0.119032	0.00389497	1	-2.46705
ENSG00000172845	ENSG00000160714	0.00259425	-0.0516646	2	-5.61736
ENSG00000172845	ENSG00000198625	0.0920589	0.109265	2	-5.61736
ENSG00000172845	ENSG00000134330	0.0872234	0.0458922	2	-5.61736
ENSG00000172845	ENSG00000127838	0.158861	-0.0748893	3	-9.18577
ENSG00000172845	ENSG00000168918	0.0627684	-0.0217835	1	-2.46705
ENSG00000172845	ENSG00000105963	0.00259425	0.0220247	1	-2.46705
ENSG00000172845	ENSG00000106605	0.0728889	-0.0630826	2	-5.61736
ENSG00000172845	ENSG00000183696	0.133953	0.101593	2	-5.61736
ENSG00000172845	ENSG00000071243	0.000800181	0.0794082	1	-2.46705
ENSG00000172845	ENSG00000105939	0.115867	0.0593677	2	-5.61736
ENSG00000172845	ENSG00000005893	0.117194	0.107037	1	-2.46705
ENSG00000172845	ENSG00000253729	3.20002e-05	-0.00788096	1	-2.46705
ENSG00000172845	ENSG00000136869	0.00541779	-0.0748032	1	-2.46705
ENSG00000172845	ENSG00000185507	0.0207982	-0.0494312	1	-2.46705
ENSG00000172845	ENSG00000110057	0.00259425	0.109705	1	-2.46705
ENSG00000172845	ENSG00000138172	3.20002e-05	-0.0712343	1	-2.46705
ENSG00000172845	ENSG00000111716	0.000800181	-0.0236498	1	-2.46705
ENSG00000172845	ENSG00000139668	0.0716887	0.043612	2	-5.61736
ENSG00000172845	ENSG00000100823	3.20002e-05	0.0551014	1	-2.46705
ENSG00000172845	ENSG00000129515	0.0709398	0.0445489	1	-2.46705
ENSG00000172845	ENSG00000176463	0.188389	0.108882	2	-5.61736
ENSG00000172845	ENSG00000187555	0.191853	-0.0419454	2	-5.61736
ENSG00000172845	ENSG00000135709	0.0750727	0.099322	1	-2.46705
ENSG00000183779	ENSG00000090013	0.154194	0.00643402	1	-2.46705
ENSG00000183779	ENSG00000197343	0.00259425	-0.045906	1	-2.46705
ENSG00000183779	ENSG00000164975	0.0885103	-0.033084	1	-2.46705
ENSG00000183779	ENSG00000023318	0.0219536	0.057142	2	-5.61736
ENSG00000183779	ENSG00000173457	0.113097	0.0789528	1	-2.46705
ENSG00000183779	ENSG00000168092	0.0797116	-0.0313599	2	-5.61736
ENSG00000183779	ENSG00000151702	0.00156882	0.0344058	1	-2.46705
ENSG00000183779	ENSG00000169826	0.126031	-0.0516876	1	-2.46705
ENSG00000183779	ENSG00000111729	0.0536465	-0.116727	1	-2.46705
ENSG00000183779	ENSG00000188906	3.20002e-05	-0.0708065	1	-2.46705
ENSG00000183779	ENSG00000102572	0.0141791	0.12902	1	-2.46705
ENSG00000186130	ENSG00000170653	0.00721738	-0.0521953	1	-2.46705
ENSG00000115750	ENSG00000168899	0.0238686	-0.00580502	1	-2.46705
ENSG00000204160	ENSG00000117748	3.20002e-05	0.00639562	1	-2.46705
ENSG00000147394	ENSG00000120868	0.030089	0.102772	1	-2.46705
ENSG00000134480	ENSG00000108465	0.0115969	0.151104	1	-2.46705
ENSG00000134480	ENSG00000111860	0.0205296	-0.0251428	1	-2.46705
ENSG00000134480	ENSG00000242574	0.0453244	-0.0682751	1	-2.46705
ENSG00000134480	ENSG00000138768	0.118284	0.132962	1	-2.46705
ENSG00000134480	ENSG00000179526	0.0182951	0.0693097	1	-2.46705
ENSG00000253729	ENSG00000130520	0.0494245	0.0875937	1	-2.46705
ENSG00000253729	ENSG00000136478	0.000800181	0.0398564	1	-2.46705
ENSG00000253729	ENSG00000062194	0.0838959	0.0892365	1	-2.46705
ENSG00000253729	ENSG00000061938	0.0344694	-0.0280067	1	-2.46705
ENSG00000253729	ENSG00000143155	0.00259425	0.0694256	1	-2.46705
ENSG00000253729	ENSG00000168653	0.0294994	-0.0532344	1	-2.46705
ENSG00000253729	ENSG00000085832	0.0141791	0.0768723	1	-2.46705
ENSG00000253729	ENSG00000172845	3.20002e-05	-0.00788096	1	-2.46705
ENSG00000253729	ENSG00000154146	0.136296	0.0385961	2	-5.61736
ENSG00000253729	ENSG00000148572	0.00721738	0.0943499	1	-2.46705
ENSG00000253729	ENSG00000102572	0.105111	-0.0818935	1	-2.46705
ENSG00000253729	ENSG00000140931	0.00541779	0.0886912	1	-2.46705
ENSG00000185658	ENSG00000065135	0.0141791	-0.134833	1	-2.46705
ENSG00000170345	ENSG00000167460	0.114188	0.137886	1	-2.46705
ENSG00000170345	ENSG00000120129	0.191902	0.486784	7	-25.9899
ENSG00000170345	ENSG00000203747	0.123986	-0.17413	1	-2.46705
ENSG00000070444	ENSG00000140548	0.0836393	-0.0155242	1	-2.46705
ENSG00000175550	ENSG00000143546	0.0816958	-0.243993	1	-2.46705
ENSG00000114439	ENSG00000132305	0.118173	-0.0312608	2	-5.61736
ENSG00000114439	ENSG00000168172	3.20002e-05	0.0919461	1	-2.46705
ENSG00000114439	ENSG00000157106	0.00156882	-0.134799	1	-2.46705
ENSG00000197019	ENSG00000167613	0.00156882	0.0180464	1	-2.46705
ENSG00000197019	ENSG00000099860	0.0416662	0.197279	1	-2.46705
ENSG00000197019	ENSG00000140391	0.000288058	-0.00524437	1	-2.46705
ENSG00000108175	ENSG00000171940	0.156247	0.107247	1	-2.46705
ENSG00000108175	ENSG00000106780	0.134069	0.0244792	1	-2.46705
ENSG00000140968	ENSG00000089351	0.00156882	0.00924188	1	-2.46705
ENSG00000140968	ENSG00000160551	0.0703781	0.0105168	1	-2.46705
ENSG00000140968	ENSG00000141504	0.000800181	0.0727411	1	-2.46705
ENSG00000140968	ENSG00000091640	0.115816	-0.0225423	2	-5.61736
ENSG00000140968	ENSG00000120709	0.00721738	0.0480979	3	-9.18577
ENSG00000140968	ENSG00000127837	0.000288058	0.0664427	2	-5.61736
ENSG00000140968	ENSG00000184489	0.019783	-0.0658037	1	-2.46705
ENSG00000140968	ENSG00000149577	0.000288058	-0.0285397	1	-2.46705
ENSG00000109381	ENSG00000182095	0.124877	-0.0161909	1	-2.46705
ENSG00000109381	ENSG00000198707	0.000800181	0.0186792	1	-2.46705
ENSG00000214114	ENSG00000115350	0.000800181	-0.0620696	1	-2.46705
ENSG00000214114	ENSG00000212127	0.00259425	-0.127113	1	-2.46705
ENSG00000114446	ENSG00000006715	0.0378849	-0.0851914	1	-2.46705
ENSG00000114446	ENSG00000183696	3.20002e-05	-0.0554993	1	-2.46705
