regulator.values	target.values	mi.values	scc.values	count.values	log.p.values
ENSG00000171988	ENSG00000168394	0.0885066	0.0314682	1	-2.46705
ENSG00000171988	ENSG00000148411	0.0141791	0.112543	1	-2.46705
ENSG00000171988	ENSG00000168010	0.0233159	-0.0178759	1	-2.46705
ENSG00000171988	ENSG00000139746	0.00156882	-0.0367843	1	-2.46705
ENSG00000168214	ENSG00000143870	0.0581641	-0.0598854	1	-2.46705
ENSG00000168214	ENSG00000126821	0.0141791	0.141229	1	-2.46705
ENSG00000100325	ENSG00000128185	0.0419113	0.0305427	1	-2.46705
ENSG00000100325	ENSG00000168591	0.024727	0.00607075	1	-2.46705
ENSG00000100325	ENSG00000129518	0.16484	-0.179594	1	-2.46705
ENSG00000153786	ENSG00000141905	0.134799	-0.113142	1	-2.46705
ENSG00000153786	ENSG00000168591	0.139209	0.0250199	5	-17.1758
ENSG00000153786	ENSG00000096401	0.00156882	0.0377674	1	-2.46705
ENSG00000153786	ENSG00000145675	0.150443	-0.0410652	1	-2.46705
ENSG00000153786	ENSG00000136603	0.00927676	0.0579884	1	-2.46705
ENSG00000153786	ENSG00000116266	0.000288058	-0.02107	1	-2.46705
ENSG00000153786	ENSG00000182095	0.167684	-0.0208066	1	-2.46705
ENSG00000153786	ENSG00000165175	0.103782	0.181894	3	-9.18577
ENSG00000153786	ENSG00000010404	0.0201356	-0.123	1	-2.46705
ENSG00000153786	ENSG00000185507	0.0859727	0.126318	2	-5.61736
ENSG00000153786	ENSG00000180628	0.114912	-0.0508059	1	-2.46705
ENSG00000153786	ENSG00000102580	0.122651	0.0933845	1	-2.46705
ENSG00000153786	ENSG00000134905	0.155482	0.0928538	1	-2.46705
ENSG00000153786	ENSG00000129515	0.0444936	-0.195999	1	-2.46705
ENSG00000153786	ENSG00000104131	0.0609434	-0.126828	1	-2.46705
ENSG00000153786	ENSG00000140280	0.00541779	0.150373	1	-2.46705
ENSG00000153786	ENSG00000005339	0.000288058	-0.0266543	1	-2.46705
ENSG00000153207	ENSG00000052795	0.0401626	0.00690328	1	-2.46705
ENSG00000123358	ENSG00000087088	0.0321389	0.0639113	1	-2.46705
ENSG00000123358	ENSG00000169891	0.00259425	-0.00795238	1	-2.46705
ENSG00000163602	ENSG00000067900	0.00387704	0.122407	1	-2.46705
ENSG00000163602	ENSG00000197912	0.00541779	0.0681653	1	-2.46705
ENSG00000163602	ENSG00000112031	0.00387704	0.0466057	1	-2.46705
ENSG00000163602	ENSG00000162889	0.000800181	-0.00332127	1	-2.46705
ENSG00000163602	ENSG00000134313	0.0176481	-0.0760328	1	-2.46705
ENSG00000163602	ENSG00000139746	0.133514	0.0176762	1	-2.46705
ENSG00000163602	ENSG00000196502	3.20002e-05	0.00509077	1	-2.46705
ENSG00000121766	ENSG00000180233	0.0141791	0.188536	1	-2.46705
ENSG00000139372	ENSG00000176953	0.0176123	0.0316394	1	-2.46705
ENSG00000120963	ENSG00000119535	0.0646359	-0.132322	1	-2.46705
ENSG00000151702	ENSG00000099331	0.181325	-0.0686292	7	-25.9899
ENSG00000151702	ENSG00000143771	0.088187	-0.0677982	2	-5.61736
ENSG00000151702	ENSG00000143870	3.20002e-05	-0.0793921	1	-2.46705
ENSG00000151702	ENSG00000183779	0.00156882	0.0344058	1	-2.46705
ENSG00000151702	ENSG00000148290	0.018477	-0.0351093	1	-2.46705
ENSG00000151702	ENSG00000133316	0.00541779	-0.115945	1	-2.46705
ENSG00000151702	ENSG00000136146	0.00387704	-0.12409	1	-2.46705
ENSG00000151702	ENSG00000187555	0.0315403	0.0439491	1	-2.46705
ENSG00000142684	ENSG00000132002	0.00156882	0.0575283	1	-2.46705
ENSG00000142599	ENSG00000168591	0.00259425	0.0227382	1	-2.46705
ENSG00000142599	ENSG00000273841	0.0729242	0.0412196	2	-5.61736
ENSG00000142599	ENSG00000153395	0.00156882	0.196893	1	-2.46705
ENSG00000142599	ENSG00000109323	0.111194	-0.0516784	5	-17.1758
ENSG00000142599	ENSG00000132485	0.0180397	-0.00538031	1	-2.46705
ENSG00000142192	ENSG00000169032	0.00259425	-0.0741143	1	-2.46705
ENSG00000142192	ENSG00000065457	0.000288058	-0.0608922	1	-2.46705
ENSG00000057935	ENSG00000127124	0.00541779	-0.0258547	1	-2.46705
ENSG00000181555	ENSG00000141959	0.0519893	0.0327676	1	-2.46705
ENSG00000181555	ENSG00000142166	0.00259425	-0.0258148	1	-2.46705
ENSG00000181555	ENSG00000196839	0.00541779	0.0215792	1	-2.46705
ENSG00000181555	ENSG00000108953	0.147027	0.000253828	1	-2.46705
ENSG00000178381	ENSG00000125818	0.000800181	-0.0328398	1	-2.46705
ENSG00000035928	ENSG00000138430	0.0573117	0.0350724	1	-2.46705
ENSG00000103479	ENSG00000085832	0.000800181	-0.0749584	1	-2.46705
ENSG00000103479	ENSG00000044574	0.108736	-0.0233096	1	-2.46705
ENSG00000103479	ENSG00000004700	0.0730238	-0.022179	1	-2.46705
ENSG00000125968	ENSG00000130598	0.000288058	-0.0964305	1	-2.46705
ENSG00000125968	ENSG00000157837	0.00721738	0.0650771	1	-2.46705
ENSG00000125952	ENSG00000105379	0.13674	-0.116993	1	-2.46705
ENSG00000125952	ENSG00000099308	0.0475512	0.0374256	2	-5.61736
ENSG00000125952	ENSG00000167460	0.176503	0.278727	2	-5.61736
ENSG00000125952	ENSG00000032444	0.0208685	-0.0821032	1	-2.46705
ENSG00000125952	ENSG00000136448	0.076481	-0.0254431	2	-5.61736
ENSG00000125952	ENSG00000142507	0.0795627	-0.197313	1	-2.46705
ENSG00000125952	ENSG00000177565	0.162023	-0.0710807	4	-13.0594
ENSG00000125952	ENSG00000160710	0.0757284	-0.029095	1	-2.46705
ENSG00000125952	ENSG00000143862	0.0449745	0.0589707	2	-5.61736
ENSG00000125952	ENSG00000198625	0.16536	-0.0785419	3	-9.18577
ENSG00000125952	ENSG00000127837	0.186614	0.0840586	1	-2.46705
ENSG00000125952	ENSG00000127838	0.00156882	0.0112387	1	-2.46705
ENSG00000125952	ENSG00000173692	0.0885307	-0.112279	1	-2.46705
ENSG00000125952	ENSG00000105939	0.043298	-0.0300243	1	-2.46705
ENSG00000125952	ENSG00000198887	0.0531265	-0.0300688	1	-2.46705
ENSG00000125952	ENSG00000156052	0.000800181	0.141132	1	-2.46705
ENSG00000125952	ENSG00000056586	0.107808	0.0157562	1	-2.46705
ENSG00000125952	ENSG00000132274	0.000288058	-0.0454206	2	-5.61736
ENSG00000125952	ENSG00000154146	0.132241	0.0504181	3	-9.18577
ENSG00000125952	ENSG00000169826	0.109736	-0.0672959	1	-2.46705
ENSG00000125952	ENSG00000010610	0.180814	0.0420951	1	-2.46705
ENSG00000125952	ENSG00000091039	0.17136	-0.00628964	2	-5.61736
ENSG00000125952	ENSG00000089220	0.00259425	0.0677652	1	-2.46705
ENSG00000125952	ENSG00000134905	0.0576526	0.0614245	1	-2.46705
ENSG00000125952	ENSG00000155463	0.105986	-0.00710603	1	-2.46705
ENSG00000143033	ENSG00000091592	0.040082	-0.141649	1	-2.46705
ENSG00000143033	ENSG00000172262	0.00259425	-0.009748	1	-2.46705
ENSG00000143033	ENSG00000105810	0.0196089	-0.0825187	1	-2.46705
ENSG00000143033	ENSG00000180817	0.00259425	-0.0345709	1	-2.46705
ENSG00000143033	ENSG00000176953	0.00721738	-0.119146	1	-2.46705
ENSG00000118263	ENSG00000204463	0.00156882	-0.0796394	1	-2.46705
ENSG00000118263	ENSG00000047315	0.00156882	-0.00369222	1	-2.46705
ENSG00000118263	ENSG00000158473	3.20002e-05	0.0203819	1	-2.46705
ENSG00000118263	ENSG00000162654	0.000288058	-0.0407427	1	-2.46705
ENSG00000067082	ENSG00000137807	0.0467362	-0.163683	1	-2.46705
ENSG00000185811	ENSG00000136758	0.0328811	0.0948845	1	-2.46705
ENSG00000110395	ENSG00000183486	0.00156882	0.00774963	1	-2.46705
ENSG00000110395	ENSG00000167615	0.0694801	0.00986627	2	-5.61736
ENSG00000110395	ENSG00000032444	0.13061	-0.160861	1	-2.46705
ENSG00000110395	ENSG00000082397	0.1092	0.0584062	1	-2.46705
ENSG00000110395	ENSG00000172795	0.00156882	-0.0088018	1	-2.46705
ENSG00000110395	ENSG00000168769	0.0201356	0.10054	2	-5.61736
ENSG00000110395	ENSG00000134330	0.000800181	-0.11669	1	-2.46705
ENSG00000110395	ENSG00000071859	0.00927676	0.088162	2	-5.61736
ENSG00000110395	ENSG00000109920	0.0836451	-0.0979557	2	-5.61736
ENSG00000110395	ENSG00000122359	0.00541779	-0.0162999	1	-2.46705
ENSG00000110395	ENSG00000135655	0.0947368	-0.048624	1	-2.46705
ENSG00000110395	ENSG00000089220	0.000800181	0.0312923	1	-2.46705
ENSG00000110395	ENSG00000139725	0.00259425	-0.0475027	1	-2.46705
ENSG00000110395	ENSG00000187555	0.0981123	0.0430575	1	-2.46705
ENSG00000162924	ENSG00000133398	0.0446766	0.0265905	2	-5.61736
ENSG00000100722	ENSG00000108443	0.00259425	0.0857244	1	-2.46705
ENSG00000153234	ENSG00000168092	0.000800181	-0.00435117	1	-2.46705
ENSG00000083168	ENSG00000146223	0.0315498	0.133978	1	-2.46705
ENSG00000083168	ENSG00000148572	0.0375034	0.0527114	1	-2.46705
ENSG00000075426	ENSG00000066136	0.0378777	-0.0812507	1	-2.46705
ENSG00000075426	ENSG00000067167	0.000288058	-0.0484881	1	-2.46705
ENSG00000075426	ENSG00000185950	0.00541779	0.110941	1	-2.46705
ENSG00000075426	ENSG00000184990	0.0182256	-0.0479643	1	-2.46705
ENSG00000065526	ENSG00000177663	0.00259425	0.0511093	1	-2.46705
ENSG00000065526	ENSG00000105568	0.0518911	0.0480503	1	-2.46705
ENSG00000065526	ENSG00000124226	3.20002e-05	-0.0872527	1	-2.46705
ENSG00000065526	ENSG00000064601	0.000288058	-0.0846108	1	-2.46705
ENSG00000065526	ENSG00000125818	3.20002e-05	-0.0511485	1	-2.46705
ENSG00000065526	ENSG00000166562	0.136335	0.038838	1	-2.46705
ENSG00000065526	ENSG00000141429	0.000288058	-0.0309198	1	-2.46705
ENSG00000065526	ENSG00000132205	0.0667384	0.0934137	2	-5.61736
ENSG00000065526	ENSG00000007312	0.106676	-0.0918431	1	-2.46705
ENSG00000065526	ENSG00000141504	3.20002e-05	-0.0163076	2	-5.61736
ENSG00000065526	ENSG00000091640	0.00721738	0.0338029	1	-2.46705
ENSG00000065526	ENSG00000204304	0.152668	0.180755	5	-17.1758
ENSG00000065526	ENSG00000122008	3.20002e-05	-0.0610128	1	-2.46705
ENSG00000065526	ENSG00000273841	0.0897739	0.0610888	1	-2.46705
ENSG00000065526	ENSG00000177565	0.0621878	-0.0571873	1	-2.46705
ENSG00000065526	ENSG00000171608	3.20002e-05	0.00493563	1	-2.46705
ENSG00000065526	ENSG00000177674	0.00259425	-0.0533519	2	-5.61736
ENSG00000065526	ENSG00000162623	0.08773	-0.0194695	1	-2.46705
ENSG00000065526	ENSG00000138398	0.0854609	-0.00295416	1	-2.46705
ENSG00000065526	ENSG00000144381	0.00259425	0.00119234	1	-2.46705
ENSG00000065526	ENSG00000104518	0.00927676	0.0696268	1	-2.46705
ENSG00000065526	ENSG00000110446	0.123682	0.0678896	2	-5.61736
ENSG00000065526	ENSG00000138172	0.0238408	0.0350671	1	-2.46705
ENSG00000065526	ENSG00000111729	0.0942669	0.029608	4	-13.0594
ENSG00000065526	ENSG00000176915	0.00721738	-0.0518512	1	-2.46705
ENSG00000131196	ENSG00000213889	0.0553449	0.102986	1	-2.46705
ENSG00000131196	ENSG00000071054	0.0712793	0.0161793	1	-2.46705
ENSG00000131196	ENSG00000101966	0.00541779	-0.072788	1	-2.46705
ENSG00000030419	ENSG00000168710	0.0380564	0.030419	1	-2.46705
ENSG00000161642	ENSG00000141968	0.00156882	-0.0524587	1	-2.46705
ENSG00000161642	ENSG00000113916	0.00156882	-0.0792539	1	-2.46705
ENSG00000161642	ENSG00000165025	0.180104	0.161612	1	-2.46705
ENSG00000161642	ENSG00000095370	0.132571	-0.127328	1	-2.46705
ENSG00000161642	ENSG00000196502	0.0271588	0.184257	1	-2.46705
ENSG00000079134	ENSG00000011295	0.000288058	-0.0432456	1	-2.46705
ENSG00000263001	ENSG00000205581	0.0209919	0.184813	1	-2.46705
ENSG00000263001	ENSG00000051620	0.0221767	-0.0138761	1	-2.46705
ENSG00000263001	ENSG00000068831	0.000800181	0.0262649	1	-2.46705
ENSG00000263001	ENSG00000089022	0.107343	0.0737756	1	-2.46705
ENSG00000075292	ENSG00000225190	0.0238538	-0.0102403	1	-2.46705
ENSG00000075292	ENSG00000141504	0.103061	-0.0742226	1	-2.46705
ENSG00000075292	ENSG00000162889	3.20002e-05	-0.0488137	1	-2.46705
ENSG00000075292	ENSG00000151694	0.113125	-0.0384494	1	-2.46705
ENSG00000075292	ENSG00000129103	0.165068	-0.0708057	1	-2.46705
ENSG00000075292	ENSG00000080503	0.000800181	0.0594614	1	-2.46705
ENSG00000075292	ENSG00000173457	0.00927676	0.0848465	1	-2.46705
ENSG00000075292	ENSG00000012779	0.000800181	0.0629797	1	-2.46705
ENSG00000075292	ENSG00000126777	0.00541779	0.0566382	1	-2.46705
ENSG00000075292	ENSG00000176953	0.0632939	0.0234278	1	-2.46705
ENSG00000075292	ENSG00000103495	0.00156882	0.0430267	1	-2.46705
ENSG00000108788	ENSG00000132002	0.00387704	0.00586569	1	-2.46705
ENSG00000108788	ENSG00000181481	0.121558	0.044999	1	-2.46705
ENSG00000108788	ENSG00000117758	0.0877831	-0.074516	1	-2.46705
ENSG00000108788	ENSG00000158825	0.0170248	0.186133	1	-2.46705
ENSG00000108788	ENSG00000114933	0.000288058	0.0786779	1	-2.46705
ENSG00000108788	ENSG00000106615	0.000288058	0.0131856	2	-5.61736
ENSG00000108788	ENSG00000122122	0.07444	0.010728	1	-2.46705
ENSG00000108788	ENSG00000184489	0.120452	0.166965	1	-2.46705
ENSG00000108788	ENSG00000133773	0.0235128	0.206174	2	-5.61736
ENSG00000108788	ENSG00000260916	0.0812147	0.0111043	1	-2.46705
ENSG00000108788	ENSG00000103495	0.224408	-0.134937	2	-5.61736
ENSG00000117174	ENSG00000166801	0.0900813	0.0908432	1	-2.46705
ENSG00000148737	ENSG00000143546	0.082278	-0.23679	1	-2.46705
ENSG00000102804	ENSG00000158457	0.0206738	0.0596127	1	-2.46705
ENSG00000123636	ENSG00000090013	0.0599844	-0.00808448	4	-13.0594
ENSG00000123636	ENSG00000032444	0.000800181	0.0102941	1	-2.46705
ENSG00000123636	ENSG00000112739	0.118422	0.0810103	1	-2.46705
ENSG00000123636	ENSG00000120709	0.0436103	0.148786	1	-2.46705
ENSG00000123636	ENSG00000061938	0.0248875	0.0372651	1	-2.46705
ENSG00000123636	ENSG00000081154	0.00927676	-0.129629	1	-2.46705
ENSG00000123636	ENSG00000160714	0.0724079	-0.0617931	1	-2.46705
ENSG00000123066	ENSG00000167461	0.258176	0.0499004	1	-2.46705
ENSG00000123066	ENSG00000062194	0.000288058	-0.0229755	1	-2.46705
ENSG00000005339	ENSG00000128245	0.0512768	0.0429461	1	-2.46705
ENSG00000005339	ENSG00000198265	0.0197893	0.0515478	1	-2.46705
ENSG00000005339	ENSG00000109103	0.000800181	-0.0038896	1	-2.46705
ENSG00000005339	ENSG00000189241	0.000800181	-0.0809919	1	-2.46705
ENSG00000005339	ENSG00000146223	0.0207171	0.0601557	1	-2.46705
ENSG00000005339	ENSG00000175471	0.000800181	0.0105667	1	-2.46705
ENSG00000005339	ENSG00000153147	0.00387704	-0.0134037	1	-2.46705
ENSG00000005339	ENSG00000138768	0.0898345	0.115983	1	-2.46705
ENSG00000005339	ENSG00000047315	0.157547	0.00203946	1	-2.46705
ENSG00000005339	ENSG00000215717	0.131611	0.078906	1	-2.46705
ENSG00000005339	ENSG00000171608	0.130606	-0.0482254	1	-2.46705
ENSG00000005339	ENSG00000182095	0.124495	-0.0515801	1	-2.46705
ENSG00000005339	ENSG00000149311	0.107847	0.0342361	1	-2.46705
ENSG00000005339	ENSG00000133858	0.140888	-0.059347	2	-5.61736
ENSG00000005339	ENSG00000179918	0.0277444	0.0870231	1	-2.46705
ENSG00000005339	ENSG00000153786	0.000288058	-0.0266543	1	-2.46705
ENSG00000125347	ENSG00000100603	0.0159208	0.135621	1	-2.46705
ENSG00000144021	ENSG00000118855	0.000288058	-0.086166	1	-2.46705
ENSG00000175893	ENSG00000128271	0.0180122	0.101528	1	-2.46705
ENSG00000136451	ENSG00000116898	0.142328	0.0944613	2	-5.61736
ENSG00000136451	ENSG00000179918	0.119246	-0.147036	2	-5.61736
ENSG00000033030	ENSG00000113621	0.000288058	-0.0451964	1	-2.46705
ENSG00000033030	ENSG00000163694	0.00541779	-0.0392251	1	-2.46705
ENSG00000072364	ENSG00000105568	0.0476647	-0.103418	1	-2.46705
ENSG00000072364	ENSG00000125844	0.0984174	0.0019112	1	-2.46705
ENSG00000072364	ENSG00000213625	0.0202095	-0.038136	1	-2.46705
ENSG00000072364	ENSG00000168010	0.0789706	0.0917909	2	-5.61736
ENSG00000072364	ENSG00000065809	0.000800181	-0.0525032	1	-2.46705
ENSG00000072364	ENSG00000133961	0.154353	-0.0149904	2	-5.61736
ENSG00000072364	ENSG00000187555	0.143164	0.0648905	1	-2.46705
ENSG00000171223	ENSG00000179262	3.20002e-05	-0.0122494	1	-2.46705
ENSG00000028277	ENSG00000149218	0.0634906	0.0310242	1	-2.46705
ENSG00000257923	ENSG00000138768	0.0661676	0.00658532	1	-2.46705
ENSG00000124766	ENSG00000119707	0.0199366	0.122306	1	-2.46705
ENSG00000170653	ENSG00000004534	0.000800181	-0.01187	1	-2.46705
ENSG00000170653	ENSG00000215717	0.00259425	-0.0329304	1	-2.46705
ENSG00000170653	ENSG00000186130	0.00721738	-0.0521953	1	-2.46705
ENSG00000170653	ENSG00000100823	0.0195721	0.16331	1	-2.46705
ENSG00000170653	ENSG00000167208	0.000800181	0.0621172	1	-2.46705
ENSG00000173210	ENSG00000138772	0.0253696	-0.0210055	1	-2.46705
ENSG00000143013	ENSG00000130725	0.00541779	0.0481832	1	-2.46705
ENSG00000143013	ENSG00000167491	3.20002e-05	-0.0383396	1	-2.46705
ENSG00000143013	ENSG00000146416	0.000288058	0.0925428	1	-2.46705
ENSG00000143013	ENSG00000135677	0.0953663	-0.0248755	1	-2.46705
ENSG00000143013	ENSG00000119707	0.10343	0.0791525	1	-2.46705
ENSG00000143013	ENSG00000102921	3.20002e-05	0.0253202	1	-2.46705
ENSG00000157259	ENSG00000105568	0.13358	0.0125343	1	-2.46705
ENSG00000157259	ENSG00000113719	0.00387704	-0.0402565	1	-2.46705
ENSG00000157259	ENSG00000168918	0.0923873	-0.0366791	1	-2.46705
ENSG00000157259	ENSG00000130779	0.000800181	-0.00395104	1	-2.46705
ENSG00000132485	ENSG00000183486	0.187225	0.0134214	1	-2.46705
ENSG00000132485	ENSG00000142546	0.00259425	0.0449184	1	-2.46705
ENSG00000132485	ENSG00000125844	0.102619	-0.0452317	1	-2.46705
ENSG00000132485	ENSG00000141504	0.16954	0.0295888	1	-2.46705
ENSG00000132485	ENSG00000072778	0.124017	0.0610067	1	-2.46705
ENSG00000132485	ENSG00000113621	0.089133	0.0013974	1	-2.46705
ENSG00000132485	ENSG00000174720	0.186999	-0.0298331	4	-13.0594
ENSG00000132485	ENSG00000174953	0.00259425	0.00433351	1	-2.46705
ENSG00000132485	ENSG00000142599	0.0180397	-0.00538031	1	-2.46705
ENSG00000132485	ENSG00000150540	0.119446	0.138444	1	-2.46705
ENSG00000132485	ENSG00000169919	0.0925721	-0.0273447	1	-2.46705
ENSG00000132485	ENSG00000102030	3.20002e-05	-0.0460681	1	-2.46705
ENSG00000132485	ENSG00000221869	0.000800181	-0.00133673	2	-5.61736
ENSG00000132485	ENSG00000104518	0.106307	0.0683519	1	-2.46705
ENSG00000132485	ENSG00000185507	0.0599678	-0.0727703	1	-2.46705
ENSG00000132485	ENSG00000184014	0.134836	-0.0478844	1	-2.46705
ENSG00000132485	ENSG00000173457	0.183796	0.0980172	4	-13.0594
ENSG00000132485	ENSG00000150867	0.00927676	0.133121	1	-2.46705
ENSG00000132485	ENSG00000120616	0.0676075	-0.0460473	1	-2.46705
ENSG00000132485	ENSG00000070961	0.0673442	0.0241206	1	-2.46705
ENSG00000132485	ENSG00000129515	0.00541779	0.0256604	1	-2.46705
ENSG00000006576	ENSG00000159110	0.0352805	0.00824116	1	-2.46705
ENSG00000006576	ENSG00000105677	0.00721738	0.0983167	1	-2.46705
ENSG00000006576	ENSG00000129355	3.20002e-05	0.0315442	1	-2.46705
ENSG00000006576	ENSG00000099860	3.20002e-05	0.106653	1	-2.46705
ENSG00000006576	ENSG00000164442	0.0393255	-0.00152719	1	-2.46705
ENSG00000006576	ENSG00000119900	0.0771917	0.0205393	1	-2.46705
ENSG00000006576	ENSG00000204304	0.00259425	0.084855	2	-5.61736
ENSG00000006576	ENSG00000117448	0.117005	-0.0289591	1	-2.46705
ENSG00000006576	ENSG00000144136	0.0239951	0.0626195	1	-2.46705
ENSG00000006576	ENSG00000105819	0.145411	0.0304667	5	-17.1758
ENSG00000006576	ENSG00000102030	0.0805516	-0.0803806	3	-9.18577
ENSG00000006576	ENSG00000133812	0.109635	-0.0664634	1	-2.46705
ENSG00000006576	ENSG00000120594	0.00259425	0.0572895	1	-2.46705
ENSG00000006576	ENSG00000180817	0.0141791	-0.159676	1	-2.46705
ENSG00000006576	ENSG00000107798	0.000800181	0.0835079	1	-2.46705
ENSG00000006576	ENSG00000111716	0.000800181	-0.00483656	1	-2.46705
ENSG00000006576	ENSG00000166598	0.0655537	-0.0513896	2	-5.61736
ENSG00000006576	ENSG00000139725	0.236929	0.0756488	2	-5.61736
ENSG00000006576	ENSG00000139746	0.153085	0.00974953	3	-9.18577
ENSG00000006576	ENSG00000197535	3.20002e-05	-0.045767	1	-2.46705
ENSG00000049618	ENSG00000167642	0.000288058	0.0456518	1	-2.46705
ENSG00000007237	ENSG00000004534	0.00259425	0.099461	1	-2.46705
ENSG00000007237	ENSG00000005075	0.000800181	-0.0507506	1	-2.46705
ENSG00000007237	ENSG00000179526	0.0739295	-0.0962062	1	-2.46705
ENSG00000142409	ENSG00000237765	0.0256001	0.0285935	2	-5.61736
ENSG00000142409	ENSG00000143337	0.0175303	0.0524779	1	-2.46705
ENSG00000142409	ENSG00000105819	0.0215122	-0.0445989	1	-2.46705
ENSG00000142409	ENSG00000148572	0.112025	-0.0739492	1	-2.46705
ENSG00000175787	ENSG00000138592	0.0115969	0.112298	1	-2.46705
ENSG00000128272	ENSG00000142166	0.024312	-0.10561	1	-2.46705
ENSG00000128272	ENSG00000099331	0.0601205	-0.00306245	1	-2.46705
ENSG00000128272	ENSG00000118046	0.00541779	-0.103028	1	-2.46705
ENSG00000128272	ENSG00000082212	0.00387704	-0.108375	1	-2.46705
ENSG00000128272	ENSG00000141232	0.0986762	-0.136135	1	-2.46705
ENSG00000128272	ENSG00000091640	0.0938992	0.0223042	1	-2.46705
ENSG00000128272	ENSG00000112701	3.20002e-05	-0.0026147	1	-2.46705
ENSG00000128272	ENSG00000133398	0.000288058	-0.0626633	1	-2.46705
ENSG00000128272	ENSG00000143771	0.00156882	-0.144321	1	-2.46705
ENSG00000128272	ENSG00000134330	0.0654269	-0.0126979	4	-13.0594
ENSG00000128272	ENSG00000172845	0.0772756	-0.0317615	1	-2.46705
ENSG00000128272	ENSG00000179921	0.10392	-0.00452167	1	-2.46705
ENSG00000128272	ENSG00000127837	0.000288058	0.0366599	2	-5.61736
ENSG00000128272	ENSG00000046651	3.20002e-05	-0.043453	1	-2.46705
ENSG00000128272	ENSG00000147459	0.0864198	0.111438	1	-2.46705
ENSG00000128272	ENSG00000173457	0.106247	-0.0907948	3	-9.18577
ENSG00000128272	ENSG00000169826	0.0777431	0.00414535	1	-2.46705
ENSG00000128272	ENSG00000012779	0.000288058	0.0399163	1	-2.46705
ENSG00000128272	ENSG00000135677	0.228032	-0.0163652	2	-5.61736
ENSG00000128272	ENSG00000139725	0.000800181	-0.0386099	1	-2.46705
ENSG00000128272	ENSG00000140455	0.0196463	0.0158552	1	-2.46705
ENSG00000128272	ENSG00000176463	0.00259425	0.0991976	1	-2.46705
ENSG00000081189	ENSG00000120686	0.000800181	0.0715353	1	-2.46705
ENSG00000156531	ENSG00000160209	0.00156882	0.00680881	1	-2.46705
ENSG00000156531	ENSG00000149499	3.20002e-05	0.0981685	1	-2.46705
ENSG00000139083	ENSG00000132359	0.0678553	-0.0310826	1	-2.46705
ENSG00000139083	ENSG00000164088	0.00541779	-0.133889	1	-2.46705
ENSG00000139083	ENSG00000106605	0.0529862	0.0443032	2	-5.61736
ENSG00000139083	ENSG00000111729	0.000288058	0.00474363	1	-2.46705
ENSG00000139083	ENSG00000155463	0.100915	0.0472331	1	-2.46705
ENSG00000119866	ENSG00000141543	0.00259425	0.00647166	1	-2.46705
ENSG00000119866	ENSG00000146247	0.000800181	-0.0499918	1	-2.46705
ENSG00000119866	ENSG00000104518	0.0603208	-0.0342376	1	-2.46705
ENSG00000139168	ENSG00000141504	0.113826	-0.0808283	1	-2.46705
ENSG00000139168	ENSG00000175938	0.0795144	0.0492377	1	-2.46705
ENSG00000147118	ENSG00000178718	0.000800181	-0.0851568	1	-2.46705
ENSG00000204859	ENSG00000186352	0.116825	-0.147506	1	-2.46705
ENSG00000127152	ENSG00000198851	0.0244124	0.112325	1	-2.46705
ENSG00000141905	ENSG00000168769	0.00259425	0.0425936	1	-2.46705
ENSG00000141905	ENSG00000143862	3.20002e-05	-0.0382612	1	-2.46705
ENSG00000141905	ENSG00000056586	0.0317123	0.0074885	1	-2.46705
ENSG00000141905	ENSG00000111321	0.0770477	0.0140012	1	-2.46705
ENSG00000141905	ENSG00000120686	0.000288058	-0.0508635	1	-2.46705
ENSG00000141905	ENSG00000134905	3.20002e-05	-0.0371845	1	-2.46705
ENSG00000141905	ENSG00000153786	0.134799	-0.113142	1	-2.46705
ENSG00000168036	ENSG00000132471	3.20002e-05	-0.0478406	1	-2.46705
ENSG00000168036	ENSG00000108774	0.00541779	-0.179688	1	-2.46705
ENSG00000168036	ENSG00000265491	0.00541779	0.0077312	1	-2.46705
ENSG00000168036	ENSG00000162444	3.20002e-05	0.0113562	1	-2.46705
ENSG00000168036	ENSG00000144136	0.000288058	-0.0290036	1	-2.46705
ENSG00000168036	ENSG00000144381	0.0177574	0.00945231	1	-2.46705
ENSG00000168036	ENSG00000148730	0.0305326	-0.0975932	1	-2.46705
ENSG00000168036	ENSG00000139725	0.000800181	-0.0145673	1	-2.46705
ENSG00000090661	ENSG00000119487	0.0354611	0.246918	1	-2.46705
ENSG00000137504	ENSG00000198355	0.000288058	-0.075294	1	-2.46705
ENSG00000137504	ENSG00000124177	0.103472	0.190703	1	-2.46705
ENSG00000137504	ENSG00000177556	0.00387704	0.0796087	1	-2.46705
ENSG00000137504	ENSG00000221978	0.0646653	0.0779444	1	-2.46705
ENSG00000137504	ENSG00000172663	0.0224091	0.0534802	1	-2.46705
ENSG00000103495	ENSG00000167613	3.20002e-05	-0.0603592	1	-2.46705
ENSG00000103495	ENSG00000105677	0.105494	-0.0256766	1	-2.46705
ENSG00000103495	ENSG00000141543	0.000288058	-0.0378757	1	-2.46705
ENSG00000103495	ENSG00000108788	0.224408	-0.134937	2	-5.61736
ENSG00000103495	ENSG00000091640	0.000800181	0.0905475	4	-13.0594
ENSG00000103495	ENSG00000113719	0.00259425	0.0704033	1	-2.46705
ENSG00000103495	ENSG00000065882	0.13777	-0.0102004	2	-5.61736
ENSG00000103495	ENSG00000186432	3.20002e-05	-0.00120309	1	-2.46705
